id,text,url,source,domain,published,scraped_at
ct24_444a00d4,hlavni mesto praha/prehledne takhle meni novy dvorecky most tramvajovou dopravu v praze,https://ct24.ceskatelevize.cz/clanek/regiony/hlavni-mesto-praha/prehledne-takhle-meni-novy-dvorecky-most-tramvajovou-dopravu-v-praze-372489,CT24,SOCIETY,2026-04-18,2026-04-20T16:13:21Z
ct24_97e0c1ab,ctyri generace evropanu ukazaly kdo tihne k autoritarum,https://ct24.ceskatelevize.cz/clanek/domaci/ctyri-generace-evropanu-ukazaly-kdo-tihne-k-autoritarum-372409,CT24,POLITICS,2026-04-18,2026-04-20T16:13:21Z
ct24_cee96b95,hispanci v texasu se obraceji k trumpovi zady,https://ct24.ceskatelevize.cz/clanek/svet/hispanci-v-texasu-se-obraceji-k-trumpovi-zady-372507,CT24,POLITICS,2026-04-18,2026-04-20T16:13:21Z
ct24_b7b0f6cf,usa o mesic prodlouzily vyjimku na nakup sankcionovane ruske ropy na tankerech,https://ct24.ceskatelevize.cz/clanek/svet/usa-o-mesic-prodlouzily-vyjimku-na-nakup-sankcionovane-ruske-ropy-na-tankerech-372514,CT24,POLITICS,2026-04-18,2026-04-20T16:13:21Z
ct24_3ecd955d,americka vlada dle trumpa objevila zajimave dokumenty o ufo a chce je zverejnit,https://ct24.ceskatelevize.cz/clanek/svet/americka-vlada-dle-trumpa-objevila-zajimave-dokumenty-o-ufo-a-chce-je-zverejnit-372511,CT24,POLITICS,2026-04-18,2026-04-20T16:13:21Z
ct24_206fa41f,babis laviruje ohledne zavazku zvysovat rozpocet na obranu,https://ct24.ceskatelevize.cz/clanek/domaci/babis-laviruje-ohledne-zavazku-zvysovat-rozpocet-na-obranu-372509,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_fda1c1d4,moskva se opet pokusi zatahnout belorusko do valky prohlasil zelenskyj,https://ct24.ceskatelevize.cz/clanek/svet/moskva-se-opet-pokusi-zatahnout-belorusko-do-valky-prohlasil-zelenskyj-372508,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_43c246de,pred peti lety vysla najevo ruska stopa ve vrbeticich,https://ct24.ceskatelevize.cz/clanek/domaci/pred-peti-lety-vysla-najevo-ruska-stopa-ve-vrbeticich-372502,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_e357cdf3,regulovany prodej kratomu funguje mini narodni protidrogovy koordinator,https://ct24.ceskatelevize.cz/clanek/domaci/regulovany-prodej-kratomu-funguje-mini-narodni-protidrogovy-koordinator-372506,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_d30c3c5a,iran slibil pozastavit svuj jaderny program tvrdi trump,https://ct24.ceskatelevize.cz/clanek/svet/iran-slibil-pozastavit-svuj-jaderny-program-tvrdi-trump-372505,CT24,POLITICS,2026-04-18,2026-04-20T16:13:21Z
ct24_a51c74fa,souhrn zasadni udalosti patku 17 dubna,https://ct24.ceskatelevize.cz/clanek/media/souhrn-zasadni-udalosti-patku-17-dubna-372500,CT24,OTHER,2026-04-17,2026-04-20T16:13:21Z
ct24_c74aba59,v brnenskem studiu ct vznikl stavkovy vybor v reakci na navrh zakona,https://ct24.ceskatelevize.cz/clanek/media/v-brnenskem-studiu-ct-vznikl-stavkovy-vybor-v-reakci-na-navrh-zakona-372499,CT24,OTHER,2026-04-17,2026-04-20T16:13:21Z
ct24_f07dc351,soud zrusil viteznou arbitraz ceska proti synotu a zaroven zakazal dalsi,https://ct24.ceskatelevize.cz/clanek/ekonomika/soud-zrusil-viteznou-arbitraz-ceska-proti-synotu-a-zaroven-zakazal-dalsi-372495,CT24,ECONOMY,2026-04-17,2026-04-20T16:13:21Z
ct24_e086a7d9,ceny ropy prudce klesaji,https://ct24.ceskatelevize.cz/clanek/ekonomika/ceny-ropy-prudce-klesaji-372496,CT24,ECONOMY,2026-04-17,2026-04-20T16:13:21Z
ct24_bfbb5bd2,technologicti giganti presvedcili eu aby zatajila emise z datovych center,https://ct24.ceskatelevize.cz/clanek/svet/technologicti-giganti-presvedcili-eu-aby-zatajila-emise-z-datovych-center-372491,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_f75fa0b5,diky timmy chalametuv poburujici vyrok zvysil prodej vstupenek,https://ct24.ceskatelevize.cz/clanek/kultura/diky-timmy-chalametuv-poburujici-vyrok-zvysil-prodej-vstupenek-372488,CT24,OTHER,2026-04-17,2026-04-20T16:13:21Z
ct24_06376394,iran oznamil otevreni hormuzskeho prulivu po dobu primeri,https://ct24.ceskatelevize.cz/clanek/svet/iran-oznamil-otevreni-hormuzskeho-prulivu-po-dobu-primeri-372492,CT24,POLITICS,2026-04-18,2026-04-20T16:13:21Z
ct24_1b223354,o vikendu nejvyssi ceny paliv opet mirne klesnou,https://ct24.ceskatelevize.cz/clanek/ekonomika/o-vikendu-nejvyssi-ceny-paliv-opet-mirne-klesnou-372490,CT24,ECONOMY,2026-04-17,2026-04-20T16:13:21Z
ct24_486cb07d,vojta naprstek se narodil pred 200 lety do prahy prinesl vzdalene civilizace i feminismus,https://ct24.ceskatelevize.cz/clanek/veda/vojta-naprstek-se-narodil-pred-200-lety-do-prahy-prinesl-vzdalene-civilizace-i-feminismus-372478,CT24,OTHER,2026-04-17,2026-04-20T16:13:21Z
ct24_3285f364,inspekce zakazuje uvadet na trh tri druhy kojenecke vyzivy kvuli toxinu,https://ct24.ceskatelevize.cz/clanek/domaci/inspekce-zakazuje-uvadet-na-trh-tri-druhy-kojenecke-vyzivy-kvuli-toxinu-372485,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_1063a30d,aplikace na overovani veku je hotova dle experta si ji zeme eu budou moci prizpusobit,https://ct24.ceskatelevize.cz/clanek/veda/aplikace-na-overovani-veku-je-hotova-dle-experta-si-ji-zeme-eu-budou-moci-prizpusobit-372482,CT24,OTHER,2026-04-17,2026-04-20T16:13:21Z
ct24_894d3bec,cesko pro zajisteni bezpecnosti hormuzskeho prulivu nabidne pasivni radar rekl babis,https://ct24.ceskatelevize.cz/clanek/domaci/cesko-pro-zajisteni-bezpecnosti-hormuzskeho-prulivu-nabidne-pasivni-radar-rekl-babis-372484,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_e9c8ae1a,pokus o kupovani hlasu bulharska policie zabavila stovky tisic eur na uplatky,https://ct24.ceskatelevize.cz/clanek/svet/pokus-o-kupovani-hlasu-bulharska-policie-zabavila-stovky-tisic-eur-na-uplatky-372483,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_60f42319,rusko utocilo na dnipro a odeskou oblast rumunsko zaznamenalo cizi dron,https://ct24.ceskatelevize.cz/clanek/svet/rusko-utocilo-na-dnipro-a-odeskou-oblast-rumunsko-zaznamenalo-cizi-dron-372481,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_0704b873,soud potrestal podminkou zenu ktera v ceskem krumlove poskodila desitky aut,https://ct24.ceskatelevize.cz/clanek/regiony/soud-potrestal-podminkou-zenu-ktera-v-ceskem-krumlove-poskodila-desitky-aut-372480,CT24,SOCIETY,2026-04-17,2026-04-20T16:13:21Z
ct24_8c8d71e1,hoste udalosti komentaru probrali financovani verejnopravnich medii,https://ct24.ceskatelevize.cz/clanek/domaci/hoste-udalosti-komentaru-probrali-financovani-verejnopravnich-medii-372471,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_8b36e16d,spanelsti archeologove objevili v gibraltarskem zalivu desitky vraku,https://ct24.ceskatelevize.cz/clanek/veda/spanelsti-archeologove-objevili-v-gibraltarskem-zalivu-desitky-vraku-372476,CT24,OTHER,2026-04-17,2026-04-20T16:13:21Z
ct24_7f2ec4ca,otekaly mi klouby rodice se o me bali dnes lze hemofilii diky lecbe zvladat,https://ct24.ceskatelevize.cz/clanek/domaci/otekaly-mi-klouby-rodice-se-o-me-bali-dnes-lze-hemofilii-diky-lecbe-zvladat-372436,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_24b3340c,rezavy ram poskozene brzdy polovina zkontrolovanych autobusu mela problemy,https://ct24.ceskatelevize.cz/clanek/regiony/rezavy-ram-poskozene-brzdy-polovina-zkontrolovanych-autobusu-mela-problemy-372452,CT24,SOCIETY,2026-04-17,2026-04-20T16:13:21Z
ct24_6f606b38,poslanci by mohli ve druhem cteni posuzovat snadnejsi vymenu statnich uredniku,https://ct24.ceskatelevize.cz/clanek/domaci/poslanci-by-mohli-ve-druhem-cteni-posuzovat-snadnejsi-vymenu-statnich-uredniku-372475,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_59909430,v prerovskem podniku horelo skoda je padesat milionu korun,https://ct24.ceskatelevize.cz/clanek/domaci/v-prerovskem-podniku-horelo-skoda-je-padesat-milionu-korun-372474,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_af327422,zamestnavatele chteji rozsirit zdravotni benefity o dalsi moznosti pece o dusevni zdravi,https://ct24.ceskatelevize.cz/clanek/domaci/zamestnavatele-chteji-rozsirit-zdravotni-benefity-o-dalsi-moznosti-pece-o-dusevni-zdravi-372466,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_12572f4e,zemrel herec jan potmesil,https://ct24.ceskatelevize.cz/clanek/domaci/zemrel-herec-jan-potmesil-372473,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_127b87bc,hlavni mesto praha/novy most v praze ma pomoci mhd motoristum zustane uzavren,https://ct24.ceskatelevize.cz/clanek/regiony/hlavni-mesto-praha/novy-most-v-praze-ma-pomoci-mhd-motoristum-zustane-uzavren-372416,CT24,SOCIETY,2026-04-17,2026-04-20T16:13:21Z
ct24_5fabb232,norskeho seniora zbavila lecba soucasne aids i rakoviny,https://ct24.ceskatelevize.cz/clanek/veda/norskeho-seniora-zbavila-lecba-soucasne-aids-i-rakoviny-372456,CT24,OTHER,2026-04-17,2026-04-20T16:13:21Z
ct24_335c5548,obeti nehod v cesku i v eu ubyva k naplneni cilu to ale nestaci,https://ct24.ceskatelevize.cz/clanek/domaci/obeti-nehod-v-cesku-i-v-eu-ubyva-k-naplneni-cilu-to-ale-nestaci-372412,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_ea3f28c8,schillerova a tejc predstavi sva zjisteni k bitcoinove kauze,https://ct24.ceskatelevize.cz/clanek/domaci/schillerova-a-tejc-predstavi-sva-zjisteni-k-bitcoinove-kauze-372472,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_f95bc1b8,izrael podle libanonu porusuje primeri hizballah zautocil na izraelske vojaky,https://ct24.ceskatelevize.cz/clanek/svet/izrael-podle-libanonu-porusuje-primeri-hizballah-zautocil-na-izraelske-vojaky-372470,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_53c79667,chilsky prezident kast prijal ve svem sidle pavla jako prvni zahranicni navstevu,https://ct24.ceskatelevize.cz/clanek/svet/chilsky-prezident-kast-prijal-ve-svem-sidle-pavla-jako-prvni-zahranicni-navstevu-372469,CT24,POLITICS,2026-04-17,2026-04-20T16:13:21Z
ct24_3025bfa9,cesko podle prezidenta filipin zadrzela muze podezreleho ve vlasti z korupce,https://ct24.ceskatelevize.cz/clanek/svet/cesko-podle-prezidenta-filipin-zadrzela-muze-podezreleho-ve-vlasti-z-korupce-372468,CT24,POLITICS,2026-04-16,2026-04-20T16:13:21Z
ct24_d58ecc3e,vankova a svoboda nebudou obhajovat primatorsky mandat,https://ct24.ceskatelevize.cz/clanek/domaci/vankova-a-svoboda-nebudou-obhajovat-primatorsky-mandat-372463,CT24,POLITICS,2026-04-16,2026-04-20T16:13:21Z
ct24_ca5bc6fe,semancova s moznym stretem zajmu uz pro resort nepracuje rekl juchelka,https://ct24.ceskatelevize.cz/clanek/domaci/semancova-s-moznym-stretem-zajmu-uz-pro-resort-nepracuje-rekl-juchelka-372467,CT24,POLITICS,2026-04-16,2026-04-20T16:13:21Z
ct24_600311ca,zastupci evropske komise budou jednat s tiszou o reformach,https://ct24.ceskatelevize.cz/clanek/svet/zastupci-evropske-komise-budou-jednat-s-tiszou-o-reformach-372462,CT24,POLITICS,2026-04-16,2026-04-20T16:13:21Z
ct24_973b992f,olomoucky kraj/posledni trat v olomouckem kraji poskozena povodnemi je zpatky v provozu,https://ct24.ceskatelevize.cz/clanek/regiony/olomoucky-kraj/posledni-trat-v-olomouckem-kraji-poskozena-povodnemi-je-zpatky-v-provozu-372465,CT24,SOCIETY,2026-04-16,2026-04-20T16:13:21Z
ct24_8e27f61d,prelomovy verdikt o vnitrostatnich unosech deti evropsky soud se zastal cecha,https://ct24.ceskatelevize.cz/clanek/domaci/prelomovy-verdikt-o-vnitrostatnich-unosech-deti-evropsky-soud-se-zastal-cecha-372464,CT24,POLITICS,2026-04-16,2026-04-20T16:13:21Z
